PM2.5 AQI Value,CO AQI Value,Ozone AQI Value,NO2 AQI Value,AQI Category Numerical,AQI Category
47,1,35,0,0,Good
12,0,10,0,0,Good
63,1,35,1,1,Moderate
56,0,30,0,1,Moderate
34,1,34,0,0,Good
89,1,44,1,1,Moderate
52,1,40,0,1,Moderate
53,1,31,1,1,Moderate
59,1,43,1,1,Moderate
26,1,15,0,0,Good
69,2,49,0,1,Moderate
64,1,42,1,1,Moderate
163,3,146,0,2,Unhealthy
60,1,25,3,1,Moderate
42,1,42,1,0,Good
28,0,21,1,0,Good
40,1,31,3,0,Good
85,0,45,0,1,Moderate
84,1,44,0,1,Moderate
33,1,30,3,0,Good
58,1,58,0,1,Moderate
10,1,10,0,0,Good
52,1,32,0,1,Moderate
150,1,47,0,2,Unhealthy
69,2,40,1,1,Moderate
66,1,43,0,1,Moderate
64,1,40,1,1,Moderate
86,1,38,0,1,Moderate
58,2,37,3,1,Moderate
51,1,38,3,1,Moderate
39,1,39,0,0,Good
31,1,31,7,0,Good
67,2,15,19,1,Moderate
62,1,21,3,1,Moderate
32,1,22,0,0,Good
88,1,24,1,1,Moderate
33,1,26,3,0,Good
21,0,20,0,0,Good
64,1,35,3,1,Moderate
46,1,27,6,0,Good
150,1,48,0,2,Unhealthy
103,5,31,0,5,Unhealthy for Sensitive Groups
41,1,21,0,0,Good
63,1,28,4,1,Moderate
195,11,2,13,2,Unhealthy
47,1,6,3,0,Good
66,1,39,3,1,Moderate
70,2,36,6,1,Moderate
28,1,4,1,0,Good
50,1,2,0,0,Good
23,1,11,0,0,Good
40,1,40,0,0,Good
64,2,53,2,1,Moderate
54,2,15,1,1,Moderate
72,1,39,1,1,Moderate
46,1,28,6,0,Good
117,2,33,1,5,Unhealthy for Sensitive Groups
162,1,37,0,2,Unhealthy
204,1,22,0,3,Very Unhealthy
71,2,30,2,1,Moderate
129,2,108,3,5,Unhealthy for Sensitive Groups
36,0,20,0,0,Good
110,3,1,13,5,Unhealthy for Sensitive Groups
40,1,35,0,0,Good
50,1,32,1,0,Good
35,1,35,0,0,Good
171,7,3,11,2,Unhealthy
108,1,23,0,5,Unhealthy for Sensitive Groups
87,2,58,1,1,Moderate
54,1,21,0,1,Moderate
65,1,28,0,1,Moderate
33,1,33,1,0,Good
47,1,29,9,0,Good
91,1,51,1,1,Moderate
123,1,21,1,5,Unhealthy for Sensitive Groups
61,1,16,3,1,Moderate
172,3,12,19,2,Unhealthy
66,2,46,4,1,Moderate
68,2,49,0,1,Moderate
32,1,32,3,0,Good
56,1,22,13,1,Moderate
60,1,33,5,1,Moderate
57,1,32,4,1,Moderate
121,0,22,0,5,Unhealthy for Sensitive Groups
32,1,32,4,0,Good
52,1,17,8,1,Moderate
72,2,47,0,1,Moderate
84,1,42,0,1,Moderate
217,4,3,15,3,Very Unhealthy
166,3,59,3,2,Unhealthy
64,1,17,4,1,Moderate
41,1,37,0,0,Good
46,1,46,0,0,Good
51,1,19,7,1,Moderate
168,1,48,1,2,Unhealthy
152,0,24,0,2,Unhealthy
36,1,33,0,0,Good
87,1,29,3,1,Moderate
50,2,38,0,0,Good
42,1,42,0,0,Good
62,1,19,6,1,Moderate
117,1,75,0,5,Unhealthy for Sensitive Groups
57,1,51,1,1,Moderate
46,1,32,0,0,Good
52,1,35,1,1,Moderate
45,1,22,7,0,Good
35,1,32,2,0,Good
158,1,48,1,2,Unhealthy
160,3,124,1,2,Unhealthy
66,2,25,4,1,Moderate
31,1,31,0,0,Good
180,4,102,7,2,Unhealthy
57,1,14,7,1,Moderate
22,0,14,0,0,Good
40,0,23,0,0,Good
54,1,25,3,1,Moderate
26,0,9,1,0,Good
73,1,43,0,1,Moderate
36,1,36,0,0,Good
49,1,24,7,0,Good
54,2,27,8,1,Moderate
54,1,35,0,1,Moderate
28,1,28,0,0,Good
54,1,44,2,1,Moderate
58,1,23,2,1,Moderate
71,3,18,15,1,Moderate
160,1,38,0,2,Unhealthy
164,1,40,0,2,Unhealthy
56,1,13,0,1,Moderate
49,2,28,0,0,Good
50,1,30,3,0,Good
42,1,25,10,0,Good
56,1,28,6,1,Moderate
23,0,20,0,0,Good
102,4,18,4,5,Unhealthy for Sensitive Groups
63,1,20,10,1,Moderate
59,1,37,1,1,Moderate
82,1,46,1,1,Moderate
50,1,38,0,0,Good
162,3,162,1,2,Unhealthy
54,1,42,0,1,Moderate
40,1,28,0,0,Good
67,1,43,1,1,Moderate
23,0,12,1,0,Good
164,4,137,2,2,Unhealthy
43,1,43,1,0,Good
146,0,25,0,5,Unhealthy for Sensitive Groups
152,3,152,2,2,Unhealthy
66,1,37,3,1,Moderate
60,1,14,3,1,Moderate
38,1,38,0,0,Good
59,1,46,0,1,Moderate
53,1,39,1,1,Moderate
57,1,30,6,1,Moderate
28,1,28,0,0,Good
49,1,25,3,0,Good
33,1,24,6,0,Good
52,1,29,3,1,Moderate
42,1,42,2,0,Good
37,1,35,6,0,Good
76,1,35,1,1,Moderate
63,2,20,14,1,Moderate
33,1,33,3,0,Good
40,1,36,0,0,Good
32,1,28,2,0,Good
120,1,39,3,5,Unhealthy for Sensitive Groups
34,1,34,0,0,Good
146,1,47,0,5,Unhealthy for Sensitive Groups
39,2,39,4,0,Good
38,1,38,0,0,Good
254,1,41,0,3,Very Unhealthy
56,1,44,1,1,Moderate
35,1,35,0,0,Good
40,1,40,0,0,Good
90,1,39,2,1,Moderate
32,1,32,0,0,Good
109,3,13,4,5,Unhealthy for Sensitive Groups
108,1,49,0,5,Unhealthy for Sensitive Groups
45,1,18,10,0,Good
105,1,45,0,5,Unhealthy for Sensitive Groups
55,2,41,0,1,Moderate
76,1,24,0,1,Moderate
57,1,32,0,1,Moderate
40,1,40,2,0,Good
54,1,46,0,1,Moderate
64,1,64,0,1,Moderate
55,0,27,0,1,Moderate
178,5,40,13,2,Unhealthy
156,4,19,11,2,Unhealthy
41,1,27,1,0,Good
161,2,34,3,2,Unhealthy
55,1,45,0,1,Moderate
37,1,24,0,0,Good
66,1,54,0,1,Moderate
51,1,37,2,1,Moderate
85,1,85,2,1,Moderate
77,3,23,7,1,Moderate
63,1,52,0,1,Moderate
11,0,11,0,0,Good
66,1,52,0,1,Moderate
73,2,39,4,1,Moderate
39,1,37,1,0,Good
65,1,24,1,1,Moderate
36,1,23,0,0,Good
46,1,12,1,0,Good
64,1,56,0,1,Moderate
31,0,21,0,0,Good
85,2,33,9,1,Moderate
19,1,19,0,0,Good
42,1,20,0,0,Good
61,1,24,0,1,Moderate
39,1,20,0,0,Good
54,1,47,0,1,Moderate
164,1,30,3,2,Unhealthy
33,1,18,0,0,Good
57,1,47,2,1,Moderate
86,1,85,2,1,Moderate
38,1,13,0,0,Good
156,2,47,1,2,Unhealthy
66,1,66,0,1,Moderate
59,1,40,0,1,Moderate
25,0,25,0,0,Good
63,1,50,0,1,Moderate
176,4,101,5,2,Unhealthy
46,1,46,1,0,Good
22,0,22,0,0,Good
34,1,26,1,0,Good
84,1,34,5,1,Moderate
53,1,35,2,1,Moderate
60,2,24,12,1,Moderate
56,1,10,4,1,Moderate
112,4,6,33,5,Unhealthy for Sensitive Groups
103,1,42,0,5,Unhealthy for Sensitive Groups
52,1,38,0,1,Moderate
18,1,13,0,0,Good
52,1,22,0,1,Moderate
51,1,19,2,1,Moderate
59,1,55,3,1,Moderate
79,2,44,4,1,Moderate
59,2,48,3,1,Moderate
43,1,18,6,0,Good
60,1,42,0,1,Moderate
73,2,28,8,1,Moderate
48,1,27,4,0,Good
53,1,32,5,1,Moderate
77,1,17,4,1,Moderate
53,2,35,0,1,Moderate
46,1,26,1,0,Good
48,2,25,6,0,Good
36,1,34,2,0,Good
156,3,15,6,2,Unhealthy
47,1,35,3,0,Good
37,1,31,6,0,Good
26,1,11,2,0,Good
40,1,40,1,0,Good
67,1,47,3,1,Moderate
47,1,47,1,0,Good
66,1,35,1,1,Moderate
63,1,50,2,1,Moderate
166,2,10,6,2,Unhealthy
53,1,41,1,1,Moderate
26,0,20,0,0,Good
38,0,25,0,0,Good
156,3,112,1,2,Unhealthy
64,1,15,3,1,Moderate
193,2,95,1,2,Unhealthy
52,2,22,13,1,Moderate
63,1,30,2,1,Moderate
52,1,31,2,1,Moderate
37,0,33,1,0,Good
43,1,26,4,0,Good
127,2,31,6,5,Unhealthy for Sensitive Groups
38,0,32,2,0,Good
90,2,12,29,1,Moderate
61,2,21,12,1,Moderate
62,2,26,8,1,Moderate
71,2,26,15,1,Moderate
50,1,22,10,0,Good
38,1,21,7,0,Good
54,1,37,5,1,Moderate
58,2,21,12,1,Moderate
48,1,32,0,0,Good
184,4,184,6,2,Unhealthy
55,1,37,4,1,Moderate
75,1,38,3,1,Moderate
86,2,52,0,1,Moderate
160,4,7,15,2,Unhealthy
71,1,23,0,1,Moderate
58,1,35,3,1,Moderate
35,0,18,0,0,Good
37,1,13,5,0,Good
50,1,20,1,0,Good
43,1,43,0,0,Good
151,3,151,2,2,Unhealthy
122,4,14,11,5,Unhealthy for Sensitive Groups
163,1,53,0,2,Unhealthy
64,2,10,22,1,Moderate
33,1,33,1,0,Good
70,3,36,3,1,Moderate
27,0,27,2,0,Good
118,1,71,1,5,Unhealthy for Sensitive Groups
65,2,4,4,1,Moderate
110,2,107,3,5,Unhealthy for Sensitive Groups
112,2,29,7,5,Unhealthy for Sensitive Groups
37,0,33,1,0,Good
53,1,27,11,1,Moderate
94,1,35,1,1,Moderate
28,1,21,5,0,Good
51,1,23,5,1,Moderate
28,1,15,0,0,Good
124,2,18,5,5,Unhealthy for Sensitive Groups
55,1,6,5,1,Moderate
125,2,31,6,5,Unhealthy for Sensitive Groups
62,1,23,1,1,Moderate
57,0,24,0,1,Moderate
62,1,23,9,1,Moderate
37,1,37,2,0,Good
19,1,3,0,0,Good
71,1,31,2,1,Moderate
171,6,81,6,2,Unhealthy
26,0,16,2,0,Good
73,0,23,0,1,Moderate
41,1,32,0,0,Good
52,1,31,0,1,Moderate
52,1,30,3,1,Moderate
29,0,15,0,0,Good
50,1,37,4,0,Good
53,2,32,9,1,Moderate
17,1,17,0,0,Good
61,1,25,0,1,Moderate
29,1,20,2,0,Good
68,1,9,4,1,Moderate
500,1,43,0,4,Hazardous
59,1,43,3,1,Moderate
61,0,21,0,1,Moderate
90,2,14,7,1,Moderate
42,1,42,0,0,Good
186,5,182,1,2,Unhealthy
62,2,1,8,1,Moderate
54,0,24,0,1,Moderate
70,1,28,5,1,Moderate
44,1,21,0,0,Good
66,2,7,24,1,Moderate
29,1,27,6,0,Good
34,1,24,8,0,Good
50,1,21,6,0,Good
39,1,39,0,0,Good
69,2,13,24,1,Moderate
42,1,42,2,0,Good
49,1,49,0,0,Good
50,1,50,0,0,Good
54,1,17,0,1,Moderate
165,3,111,1,2,Unhealthy
69,1,39,0,1,Moderate
37,1,9,2,0,Good
40,1,36,0,0,Good
42,1,30,2,0,Good
116,2,11,10,5,Unhealthy for Sensitive Groups
39,1,39,1,0,Good
59,2,13,25,1,Moderate
50,0,24,0,0,Good
29,0,29,0,0,Good
66,1,40,0,1,Moderate
150,1,42,0,2,Unhealthy
61,1,36,0,1,Moderate
33,1,17,0,0,Good
66,1,41,0,1,Moderate
45,1,20,0,0,Good
34,1,34,0,0,Good
31,1,31,0,0,Good
33,1,29,0,0,Good
62,1,62,0,1,Moderate
447,1,49,0,4,Hazardous
50,1,28,0,0,Good
72,2,36,1,1,Moderate
42,1,42,0,0,Good
55,1,33,5,1,Moderate
73,1,43,2,1,Moderate
63,1,43,2,1,Moderate
50,1,35,5,0,Good
29,1,29,3,0,Good
42,1,5,2,0,Good
45,1,5,3,0,Good
45,1,40,0,0,Good
80,1,45,1,1,Moderate
100,3,10,10,5,Unhealthy for Sensitive Groups
40,0,27,1,0,Good
160,9,5,5,2,Unhealthy
59,1,32,0,1,Moderate
56,1,30,2,1,Moderate
20,0,20,0,0,Good
193,2,193,6,2,Unhealthy
122,1,44,0,5,Unhealthy for Sensitive Groups
71,1,25,1,1,Moderate
70,2,70,0,1,Moderate
59,1,36,3,1,Moderate
32,0,32,1,0,Good
63,2,19,16,1,Moderate
81,1,42,1,1,Moderate
72,2,20,18,1,Moderate
68,1,24,3,1,Moderate
59,1,24,0,1,Moderate
69,2,8,0,1,Moderate
78,1,41,1,1,Moderate
57,1,36,0,1,Moderate
63,2,10,22,1,Moderate
57,2,31,6,1,Moderate
64,1,37,0,1,Moderate
115,2,110,2,5,Unhealthy for Sensitive Groups
71,2,71,2,1,Moderate
211,15,12,19,3,Very Unhealthy
68,2,29,8,1,Moderate
44,1,34,1,0,Good
59,1,59,1,1,Moderate
70,2,28,5,1,Moderate
85,2,9,33,1,Moderate
34,0,34,0,0,Good
50,1,9,3,0,Good
25,0,14,0,0,Good
80,2,40,0,1,Moderate
167,1,50,0,2,Unhealthy
40,1,8,3,0,Good
45,1,11,2,0,Good
36,1,17,0,0,Good
160,6,43,1,2,Unhealthy
54,2,27,11,1,Moderate
47,1,44,2,0,Good
45,1,20,0,0,Good
45,1,15,1,0,Good
27,1,27,0,0,Good
132,3,74,1,5,Unhealthy for Sensitive Groups
21,0,14,0,0,Good
19,0,8,1,0,Good
25,0,11,1,0,Good
54,1,25,1,1,Moderate
53,1,18,1,1,Moderate
43,1,40,4,0,Good
63,1,47,0,1,Moderate
34,1,34,0,0,Good
58,1,35,3,1,Moderate
174,3,149,0,2,Unhealthy
40,1,31,5,0,Good
53,1,28,6,1,Moderate
65,2,23,13,1,Moderate
68,2,21,16,1,Moderate
35,1,35,3,0,Good
66,1,8,18,1,Moderate
75,1,36,0,1,Moderate
51,1,46,1,1,Moderate
71,2,25,6,1,Moderate
63,1,41,3,1,Moderate
68,1,36,2,1,Moderate
74,1,30,3,1,Moderate
72,2,19,18,1,Moderate
71,2,28,5,1,Moderate
39,1,31,2,0,Good
55,1,16,4,1,Moderate
170,3,150,0,2,Unhealthy
86,1,25,0,1,Moderate
61,1,19,11,1,Moderate
96,2,25,3,1,Moderate
67,1,38,2,1,Moderate
50,1,16,0,0,Good
46,1,34,4,0,Good
62,1,36,3,1,Moderate
41,1,41,0,0,Good
37,1,37,3,0,Good
62,1,23,8,1,Moderate
64,1,44,2,1,Moderate
61,1,37,2,1,Moderate
28,1,21,0,0,Good
65,2,47,2,1,Moderate
159,1,35,0,2,Unhealthy
28,1,18,0,0,Good
62,2,32,0,1,Moderate
76,3,52,4,1,Moderate
146,1,40,0,5,Unhealthy for Sensitive Groups
167,1,35,0,2,Unhealthy
178,4,178,1,2,Unhealthy
80,1,48,0,1,Moderate
45,1,4,3,0,Good
74,1,42,2,1,Moderate
46,1,2,3,0,Good
56,0,30,0,1,Moderate
26,0,11,1,0,Good
66,1,40,1,1,Moderate
181,9,2,39,2,Unhealthy
50,1,23,1,0,Good
172,3,98,3,2,Unhealthy
180,3,113,2,2,Unhealthy
37,1,31,1,0,Good
125,1,43,0,5,Unhealthy for Sensitive Groups
46,1,24,3,0,Good
44,1,35,0,0,Good
97,4,13,7,1,Moderate
154,2,49,1,2,Unhealthy
41,1,41,0,0,Good
53,1,46,3,1,Moderate
75,1,58,0,1,Moderate
51,1,44,2,1,Moderate
64,1,36,1,1,Moderate
53,1,28,0,1,Moderate
21,0,21,0,0,Good
31,0,31,0,0,Good
194,2,40,5,2,Unhealthy
45,1,45,0,0,Good
52,1,51,0,1,Moderate
43,1,43,0,0,Good
22,0,22,0,0,Good
79,4,41,1,1,Moderate
41,1,41,2,0,Good
19,0,19,0,0,Good
33,1,33,0,0,Good
50,1,28,1,0,Good
75,1,48,0,1,Moderate
56,1,34,4,1,Moderate
82,2,11,18,1,Moderate
89,2,19,23,1,Moderate
64,1,45,0,1,Moderate
35,1,35,0,0,Good
71,2,27,6,1,Moderate
68,0,32,0,1,Moderate
51,1,33,2,1,Moderate
44,1,44,3,0,Good
87,0,23,0,1,Moderate
57,1,31,1,1,Moderate
70,1,70,0,1,Moderate
67,1,27,1,1,Moderate
41,0,19,0,0,Good
22,1,13,0,0,Good
188,11,8,26,2,Unhealthy
47,1,47,0,0,Good
76,1,47,0,1,Moderate
112,3,4,7,5,Unhealthy for Sensitive Groups
52,1,17,0,1,Moderate
29,1,29,0,0,Good
62,1,48,1,1,Moderate
75,1,33,0,1,Moderate
55,1,35,0,1,Moderate
158,3,134,1,2,Unhealthy
50,1,14,2,0,Good
65,2,52,2,1,Moderate
50,1,37,3,0,Good
64,1,47,1,1,Moderate
83,1,25,1,1,Moderate
13,0,9,0,0,Good
40,1,9,1,0,Good
74,0,23,0,1,Moderate
18,0,17,1,0,Good
60,1,20,0,1,Moderate
56,1,47,3,1,Moderate
53,2,31,0,1,Moderate
27,0,27,1,0,Good
34,1,34,0,0,Good
29,0,29,0,0,Good
27,0,17,1,0,Good
154,8,30,5,2,Unhealthy
53,1,1,2,1,Moderate
40,1,36,1,0,Good
173,2,128,1,2,Unhealthy
50,1,50,0,0,Good
53,1,20,2,1,Moderate
93,2,52,1,1,Moderate
81,1,24,2,1,Moderate
54,1,35,4,1,Moderate
37,1,37,1,0,Good
88,1,40,2,1,Moderate
32,0,32,1,0,Good
150,3,150,2,2,Unhealthy
72,1,44,0,1,Moderate
58,1,29,0,1,Moderate
18,0,18,0,0,Good
31,1,29,1,0,Good
151,0,43,0,2,Unhealthy
27,1,27,2,0,Good
68,1,40,1,1,Moderate
66,2,38,0,1,Moderate
56,1,55,0,1,Moderate
37,1,18,0,0,Good
55,2,18,14,1,Moderate
57,1,22,10,1,Moderate
38,1,38,2,0,Good
74,2,21,2,1,Moderate
58,1,38,0,1,Moderate
166,6,13,15,2,Unhealthy
106,1,44,6,5,Unhealthy for Sensitive Groups
53,1,47,0,1,Moderate
48,1,38,1,0,Good
174,4,70,7,2,Unhealthy
56,1,44,2,1,Moderate
64,1,50,0,1,Moderate
56,1,34,1,1,Moderate
171,4,101,4,2,Unhealthy
82,1,82,1,1,Moderate
167,6,120,17,2,Unhealthy
90,2,14,1,1,Moderate
68,1,45,1,1,Moderate
54,1,18,5,1,Moderate
74,1,74,1,1,Moderate
74,2,25,3,1,Moderate
19,0,14,0,0,Good
65,1,56,0,1,Moderate
162,2,14,9,2,Unhealthy
30,1,30,0,0,Good
78,2,17,4,1,Moderate
151,2,93,1,2,Unhealthy
75,1,67,0,1,Moderate
113,1,37,0,5,Unhealthy for Sensitive Groups
45,1,45,0,0,Good
55,1,43,1,1,Moderate
59,1,59,0,1,Moderate
67,1,39,7,1,Moderate
54,1,39,5,1,Moderate
218,0,39,0,3,Very Unhealthy
48,1,35,0,0,Good
58,1,26,0,1,Moderate
17,0,17,0,0,Good
56,2,26,1,1,Moderate
49,1,21,2,0,Good
25,0,25,0,0,Good
154,0,29,0,2,Unhealthy
59,1,39,0,1,Moderate
161,2,13,3,2,Unhealthy
57,1,24,3,1,Moderate
73,2,20,6,1,Moderate
59,2,35,8,1,Moderate
60,1,44,0,1,Moderate
49,1,49,0,0,Good
70,1,38,5,1,Moderate
52,1,44,0,1,Moderate
112,2,112,0,5,Unhealthy for Sensitive Groups
55,2,13,12,1,Moderate
144,3,139,1,5,Unhealthy for Sensitive Groups
80,1,36,2,1,Moderate
137,4,11,10,5,Unhealthy for Sensitive Groups
35,1,35,0,0,Good
76,4,6,3,1,Moderate
32,0,32,0,0,Good
78,1,22,0,1,Moderate
158,3,146,0,2,Unhealthy
42,1,19,0,0,Good
51,1,19,14,1,Moderate
216,21,105,7,3,Very Unhealthy
34,1,34,3,0,Good
60,1,48,2,1,Moderate
71,0,23,1,1,Moderate
32,1,32,0,0,Good
35,1,35,0,0,Good
145,3,33,10,5,Unhealthy for Sensitive Groups
33,1,33,0,0,Good
50,1,49,0,0,Good
63,1,21,0,1,Moderate
64,1,64,1,1,Moderate
78,2,18,1,1,Moderate
154,4,26,10,2,Unhealthy
38,1,38,1,0,Good
63,2,38,9,1,Moderate
154,4,13,25,2,Unhealthy
45,1,29,5,0,Good
65,1,56,0,1,Moderate
42,1,42,0,0,Good
307,19,0,48,4,Hazardous
73,1,44,2,1,Moderate
36,1,36,0,0,Good
54,1,40,1,1,Moderate
68,2,45,7,1,Moderate
51,1,46,0,1,Moderate
70,0,30,0,1,Moderate
116,3,35,2,5,Unhealthy for Sensitive Groups
72,1,72,3,1,Moderate
57,1,27,1,1,Moderate
58,1,41,0,1,Moderate
54,1,35,3,1,Moderate
163,4,163,6,2,Unhealthy
55,1,51,1,1,Moderate
39,2,27,6,0,Good
42,1,42,0,0,Good
206,1,67,0,3,Very Unhealthy
109,2,23,5,5,Unhealthy for Sensitive Groups
46,2,26,6,0,Good
37,1,27,1,0,Good
69,0,20,0,1,Moderate
169,6,3,20,2,Unhealthy
132,3,16,6,5,Unhealthy for Sensitive Groups
163,4,40,11,2,Unhealthy
34,1,18,0,0,Good
31,1,21,3,0,Good
37,0,37,0,0,Good
91,1,91,1,1,Moderate
86,1,44,0,1,Moderate
58,1,46,0,1,Moderate
187,10,8,25,2,Unhealthy
37,1,35,1,0,Good
63,1,63,2,1,Moderate
52,1,45,1,1,Moderate
55,1,21,0,1,Moderate
131,3,12,28,5,Unhealthy for Sensitive Groups
59,1,44,1,1,Moderate
164,8,26,18,2,Unhealthy
106,2,24,5,5,Unhealthy for Sensitive Groups
40,1,17,1,0,Good
94,2,27,3,1,Moderate
42,1,42,0,0,Good
76,2,76,2,1,Moderate
60,1,28,0,1,Moderate
23,1,23,1,0,Good
39,1,39,0,0,Good
178,1,39,2,2,Unhealthy
25,1,25,0,0,Good
44,1,44,0,0,Good
135,2,33,9,5,Unhealthy for Sensitive Groups
169,1,30,2,2,Unhealthy
49,1,49,3,0,Good
36,1,36,0,0,Good
41,0,41,0,0,Good
89,1,13,3,1,Moderate
100,1,31,0,5,Unhealthy for Sensitive Groups
64,1,38,5,1,Moderate
50,1,24,0,0,Good
57,1,57,0,1,Moderate
14,1,14,0,0,Good
192,9,5,23,2,Unhealthy
121,1,44,0,5,Unhealthy for Sensitive Groups
21,0,21,1,0,Good
66,1,18,4,1,Moderate
38,1,25,0,0,Good
50,0,28,0,0,Good
54,1,24,9,1,Moderate
20,0,14,0,0,Good
65,1,32,0,1,Moderate
74,1,74,1,1,Moderate
60,1,25,11,1,Moderate
42,0,18,0,0,Good
53,1,29,8,1,Moderate
62,1,62,3,1,Moderate
57,1,12,13,1,Moderate
56,1,33,3,1,Moderate
24,1,19,1,0,Good
33,0,33,1,0,Good
187,0,34,0,2,Unhealthy
29,1,12,2,0,Good
63,1,23,0,1,Moderate
38,0,38,0,0,Good
56,1,27,0,1,Moderate
41,0,22,2,0,Good
165,3,165,2,2,Unhealthy
74,2,2,9,1,Moderate
37,0,25,0,0,Good
95,2,24,4,1,Moderate
56,1,33,0,1,Moderate
67,1,33,0,1,Moderate
50,1,50,1,0,Good
81,2,9,5,1,Moderate
46,1,46,2,0,Good
39,1,4,1,0,Good
57,1,22,4,1,Moderate
51,1,27,12,1,Moderate
58,1,27,12,1,Moderate
202,16,1,8,3,Very Unhealthy
27,0,27,0,0,Good
42,0,42,0,0,Good
42,1,42,0,0,Good
62,1,36,3,1,Moderate
73,1,28,1,1,Moderate
50,1,50,1,0,Good
23,0,15,0,0,Good
45,1,23,2,0,Good
42,1,42,1,0,Good
52,1,17,0,1,Moderate
154,8,19,6,2,Unhealthy
45,1,38,2,0,Good
25,1,25,0,0,Good
35,1,27,3,0,Good
37,1,37,0,0,Good
213,11,8,11,3,Very Unhealthy
63,1,42,4,1,Moderate
56,1,36,1,1,Moderate
29,1,11,0,0,Good
25,1,25,4,0,Good
92,4,5,13,1,Moderate
59,2,32,13,1,Moderate
45,1,37,7,0,Good
28,0,17,0,0,Good
30,1,6,1,0,Good
25,1,23,0,0,Good
55,2,6,2,1,Moderate
69,1,49,0,1,Moderate
51,1,51,1,1,Moderate
153,1,36,0,2,Unhealthy
29,1,29,3,0,Good
28,1,28,1,0,Good
32,1,32,1,0,Good
75,0,26,0,1,Moderate
40,1,40,1,0,Good
33,1,27,2,0,Good
68,2,18,15,1,Moderate
54,1,30,5,1,Moderate
28,1,23,6,0,Good
71,1,45,1,1,Moderate
44,1,44,0,0,Good
32,0,32,0,0,Good
51,1,29,2,1,Moderate
60,1,20,3,1,Moderate
73,3,2,6,1,Moderate
41,1,41,0,0,Good
33,0,12,1,0,Good
24,0,16,0,0,Good
49,1,49,2,0,Good
85,3,19,1,1,Moderate
32,0,28,1,0,Good
55,1,41,2,1,Moderate
152,4,87,12,2,Unhealthy
164,8,16,6,2,Unhealthy
151,5,88,7,2,Unhealthy
27,1,12,0,0,Good
39,1,39,0,0,Good
29,1,29,0,0,Good
163,7,0,20,2,Unhealthy
60,2,18,0,1,Moderate
19,0,12,1,0,Good
19,0,19,0,0,Good
79,2,67,1,1,Moderate
33,1,33,1,0,Good
36,0,17,7,0,Good
62,1,28,6,1,Moderate
41,1,41,2,0,Good
50,1,26,1,0,Good
58,1,10,15,1,Moderate
39,0,38,1,0,Good
47,1,24,3,0,Good
57,1,37,1,1,Moderate
42,1,40,6,0,Good
32,1,32,2,0,Good
196,1,94,1,2,Unhealthy
34,0,25,3,0,Good
56,1,38,0,1,Moderate
190,3,190,2,2,Unhealthy
66,0,38,0,1,Moderate
44,1,30,8,0,Good
41,1,41,0,0,Good
65,1,43,0,1,Moderate
324,1,51,1,4,Hazardous
164,1,67,0,2,Unhealthy
62,1,45,3,1,Moderate
41,1,21,5,0,Good
37,1,24,3,0,Good
22,0,22,0,0,Good
31,0,31,1,0,Good
74,2,10,0,1,Moderate
35,2,17,0,0,Good
37,1,25,3,0,Good
157,5,23,1,2,Unhealthy
40,1,26,5,0,Good
24,0,24,0,0,Good
110,1,40,0,5,Unhealthy for Sensitive Groups
41,1,17,2,0,Good
40,1,40,2,0,Good
18,0,13,1,0,Good
27,1,7,0,0,Good
35,1,35,0,0,Good
33,1,11,1,0,Good
30,0,30,2,0,Good
47,0,22,0,0,Good
51,0,21,0,1,Moderate
55,1,14,12,1,Moderate
41,1,10,13,0,Good
101,0,21,0,5,Unhealthy for Sensitive Groups
38,1,23,3,0,Good
46,1,46,0,0,Good
55,2,14,11,1,Moderate
150,1,38,0,2,Unhealthy
70,2,15,7,1,Moderate
263,1,58,1,3,Very Unhealthy
36,1,36,3,0,Good
34,0,34,0,0,Good
147,1,35,0,5,Unhealthy for Sensitive Groups
21,0,21,0,0,Good
52,1,32,5,1,Moderate
34,1,34,0,0,Good
32,1,32,0,0,Good
29,1,29,0,0,Good
35,1,16,0,0,Good
56,1,16,10,1,Moderate
51,2,16,8,1,Moderate
44,1,33,0,0,Good
25,1,25,0,0,Good
70,2,35,6,1,Moderate
38,0,32,1,0,Good
62,1,26,3,1,Moderate
29,1,29,3,0,Good
38,1,23,9,0,Good
51,1,14,4,1,Moderate
36,1,10,1,0,Good
97,3,13,8,1,Moderate
63,2,27,4,1,Moderate
242,4,169,2,3,Very Unhealthy
89,1,26,0,1,Moderate
34,1,23,4,0,Good
42,1,30,8,0,Good
198,3,94,4,2,Unhealthy
113,1,15,2,5,Unhealthy for Sensitive Groups
24,1,13,0,0,Good
155,6,0,6,2,Unhealthy
21,0,17,0,0,Good
216,1,43,0,3,Very Unhealthy
34,1,34,0,0,Good
39,1,39,1,0,Good
39,1,22,6,0,Good
63,1,36,0,1,Moderate
32,1,32,0,0,Good
34,1,13,6,0,Good
196,1,37,0,2,Unhealthy
22,0,22,0,0,Good
43,1,36,1,0,Good
54,1,27,2,1,Moderate
32,0,32,1,0,Good
26,1,24,2,0,Good
52,1,26,13,1,Moderate
60,1,30,6,1,Moderate
30,0,30,0,0,Good
58,1,16,9,1,Moderate
31,1,26,2,0,Good
84,1,37,4,1,Moderate
51,1,23,6,1,Moderate
88,0,25,0,1,Moderate
